Student ID,Math Score,Science Score,English Score,Social Studies Score,Interest,Logical Aptitude,Verbal Aptitude,Quantitative Aptitude,Career Interest,Recommended Stream
479,71,61,95,73,Commerce,78,80,92,Banker,Arts
480,75,63,73,56,Science,80,96,71,Engineer,Arts
481,84,90,52,86,Arts,71,81,84,Artist,Science
482,98,75,55,69,Arts,88,73,74,Artist,Commerce
483,51,69,89,90,Science,99,63,91,Engineer,Arts
484,65,89,57,94,Science,73,74,85,Doctor,Arts
485,80,88,56,74,Science,87,83,99,Architect,Science
486,65,53,99,85,Arts,64,88,78,Writer,Arts
487,90,73,66,73,Arts,77,95,87,Journalist,Arts
488,61,66,67,62,Commerce,65,79,88,Entrepreneur,Commerce
489,76,82,83,100,Commerce,98,81,83,Economist,Arts
490,67,91,65,83,Science,88,64,78,Doctor,Arts
491,96,78,66,66,Arts,87,77,87,Artist,Commerce
492,83,88,75,93,Arts,79,94,87,Artist,Science
493,60,59,94,64,Commerce,89,83,79,Accountant,Arts
494,68,78,86,50,Commerce,80,64,80,Accountant,Commerce
495,84,94,71,67,Science,84,93,66,Engineer,Science
496,90,70,64,65,Arts,79,89,80,Artist,Arts
497,71,75,67,56,Arts,75,65,70,Journalist,Commerce
498,89,83,91,72,Arts,99,81,81,Designer,Science
499,94,89,72,100,Science,61,100,82,Doctor,Science
500,63,50,60,56,Science,68,89,98,Architect,Arts
501,56,65,59,58,Commerce,97,74,89,Entrepreneur,Commerce
502,81,95,68,81,Arts,71,83,67,Journalist,Science
503,68,51,61,75,Science,62,68,97,Doctor,Commerce
504,90,90,55,74,Science,76,84,79,Architect,Science
505,77,58,67,60,Arts,98,67,79,Writer,Commerce
506,60,55,73,72,Commerce,63,84,68,Accountant,Arts
507,85,63,99,79,Commerce,83,72,70,Accountant,Commerce
508,79,96,82,50,Arts,84,100,65,Designer,Arts
509,83,55,80,100,Science,78,64,90,Scientist,Arts
510,58,54,55,97,Arts,89,87,86,Writer,Arts
511,88,82,67,97,Arts,61,75,69,Designer,Science
512,84,88,97,50,Science,74,70,98,Scientist,Science
513,89,99,100,63,Commerce,99,70,83,Economist,Science
514,74,72,54,75,Science,60,60,81,Doctor,Commerce
515,88,85,57,60,Science,73,79,80,Architect,Science
516,56,77,78,51,Arts,95,76,64,Designer,Commerce
517,62,78,67,93,Science,93,77,69,Doctor,Arts
518,80,88,55,79,Science,75,90,97,Engineer,Science
519,60,93,53,76,Science,98,67,95,Doctor,Commerce
520,98,81,73,52,Arts,98,78,67,Artist,Science
521,60,56,83,78,Science,83,96,89,Architect,Arts
522,56,96,61,90,Science,75,63,82,Engineer,Arts
523,64,83,83,69,Science,76,98,73,Doctor,Arts
524,94,55,51,83,Commerce,72,86,71,Economist,Arts
525,74,85,73,53,Arts,96,84,79,Artist,Arts
526,81,96,73,50,Commerce,93,65,79,Accountant,Science
527,56,54,80,63,Commerce,65,74,65,Entrepreneur,Commerce
528,53,59,98,72,Arts,79,89,83,Journalist,Arts
529,76,70,94,94,Commerce,99,76,66,Economist,Arts
530,69,67,54,85,Commerce,94,61,71,Entrepreneur,Arts
531,60,99,82,68,Arts,60,87,60,Artist,Arts
532,75,64,99,78,Science,93,73,80,Architect,Commerce
533,87,98,71,95,Science,65,64,65,Engineer,Science
534,84,100,99,62,Arts,73,84,80,Journalist,Science
535,61,82,50,70,Commerce,94,85,92,Banker,Arts
536,53,82,100,67,Science,91,87,84,Scientist,Arts
537,76,67,72,92,Arts,92,77,74,Artist,Arts
538,84,79,96,64,Science,85,62,92,Engineer,Commerce
539,55,60,55,90,Arts,72,71,74,Designer,Arts
540,82,89,58,61,Commerce,65,80,68,Accountant,Science
541,54,71,61,79,Science,62,78,62,Doctor,Commerce
542,78,59,80,52,Arts,90,70,62,Artist,Commerce
543,85,72,82,79,Commerce,70,70,97,Economist,Commerce
544,55,84,54,53,Arts,86,73,99,Artist,Commerce
545,65,81,92,53,Science,96,64,61,Scientist,Commerce
546,50,69,96,100,Arts,62,80,100,Designer,Arts
547,64,90,56,85,Science,99,99,97,Engineer,Arts
548,61,77,53,69,Science,66,71,73,Doctor,Commerce
549,65,70,91,67,Science,68,71,84,Doctor,Commerce
550,98,86,58,74,Science,78,78,94,Architect,Science
551,60,79,90,60,Arts,91,80,61,Artist,Arts
552,94,52,64,62,Science,76,93,96,Doctor,Arts
553,72,55,95,70,Commerce,61,80,100,Entrepreneur,Arts
554,84,61,78,82,Arts,81,71,99,Artist,Arts
555,98,76,62,65,Science,60,100,76,Architect,Arts
556,58,99,53,66,Science,84,75,87,Doctor,Commerce
557,89,92,98,69,Commerce,92,66,82,Banker,Science
558,82,58,72,71,Commerce,82,80,92,Accountant,Arts
559,100,90,90,62,Science,60,92,68,Engineer,Science
560,85,88,72,59,Arts,74,61,94,Writer,Science
561,58,84,94,83,Commerce,93,90,72,Entrepreneur,Arts
562,87,77,77,54,Commerce,73,98,65,Entrepreneur,Arts
563,77,83,93,51,Arts,82,76,64,Designer,Commerce
564,65,78,51,56,Arts,83,80,73,Writer,Arts
565,92,67,58,68,Arts,86,95,82,Designer,Arts
566,91,67,51,93,Commerce,65,79,95,Banker,Arts
567,55,76,88,56,Arts,95,96,65,Designer,Arts
568,81,56,62,61,Science,62,60,100,Architect,Commerce
569,59,68,88,79,Arts,88,89,99,Designer,Arts
570,64,54,86,60,Science,63,98,65,Architect,Arts
571,79,99,71,94,Science,100,79,90,Architect,Arts
572,68,87,90,69,Arts,91,76,85,Journalist,Commerce
573,96,59,64,94,Science,75,64,90,Scientist,Arts
574,74,54,50,85,Science,68,73,91,Doctor,Arts
575,52,94,58,74,Arts,96,70,73,Writer,Commerce
576,53,80,61,81,Arts,89,81,62,Writer,Arts
577,62,79,87,86,Arts,80,75,80,Designer,Arts
578,87,55,92,81,Arts,70,78,92,Designer,Arts
579,80,100,86,52,Commerce,78,80,71,Entrepreneur,Science
580,54,71,66,94,Arts,70,81,71,Writer,Arts
581,81,78,77,89,Arts,75,76,64,Designer,Arts
582,56,82,65,69,Science,68,98,86,Doctor,Arts
583,80,84,55,94,Arts,87,96,98,Artist,Science
584,92,74,85,55,Arts,76,93,73,Journalist,Arts
585,91,54,98,71,Arts,95,100,89,Journalist,Arts
586,88,89,72,81,Commerce,94,96,91,Banker,Science
587,65,95,73,51,Science,69,86,81,Engineer,Arts
588,73,54,55,86,Commerce,60,81,89,Banker,Arts
589,62,55,55,51,Science,96,60,76,Doctor,Commerce
590,89,71,66,55,Commerce,80,65,95,Accountant,Commerce
591,68,66,100,55,Arts,98,76,90,Designer,Commerce
592,80,56,64,98,Arts,72,91,82,Artist,Arts
593,71,55,85,61,Science,62,82,75,Doctor,Arts
594,90,52,69,74,Arts,97,94,88,Artist,Arts
595,66,97,83,95,Science,86,79,88,Doctor,Arts
596,95,77,74,78,Arts,96,91,86,Writer,Arts
597,86,66,51,69,Commerce,92,69,63,Accountant,Commerce
598,88,61,86,74,Arts,73,67,92,Journalist,Commerce
599,70,64,91,100,Science,87,71,89,Architect,Arts
600,99,75,94,92,Arts,83,89,65,Designer,Arts
601,83,58,57,54,Commerce,71,72,71,Accountant,Commerce
602,51,80,75,100,Arts,97,97,70,Writer,Arts
603,93,58,52,78,Commerce,85,67,93,Banker,Commerce
604,68,75,83,85,Science,95,91,89,Doctor,Arts
605,60,79,67,86,Arts,87,98,91,Artist,Arts
606,67,61,68,80,Arts,72,75,97,Journalist,Arts
607,96,65,94,60,Commerce,97,93,100,Accountant,Arts
608,83,53,94,62,Commerce,66,97,70,Banker,Arts
609,86,74,82,78,Arts,81,87,76,Artist,Arts
610,75,74,59,68,Science,85,97,85,Architect,Arts
611,52,65,53,86,Commerce,95,66,73,Entrepreneur,Arts
612,56,66,66,69,Arts,62,99,85,Journalist,Arts
613,85,100,55,56,Science,72,79,79,Engineer,Science
614,100,77,64,78,Commerce,73,91,90,Entrepreneur,Arts
615,95,76,90,54,Science,68,72,69,Scientist,Commerce
616,86,51,84,57,Commerce,71,70,97,Entrepreneur,Commerce
617,100,56,59,54,Science,97,63,74,Doctor,Commerce
618,74,79,97,96,Science,70,88,86,Scientist,Arts
619,71,54,80,58,Commerce,92,74,98,Economist,Commerce
620,79,51,91,78,Science,84,62,84,Doctor,Commerce
621,77,95,87,92,Commerce,90,85,88,Economist,Arts
622,95,89,88,62,Arts,67,90,100,Artist,Science
623,88,66,96,69,Arts,69,76,81,Writer,Commerce
624,55,77,81,75,Science,68,60,85,Doctor,Commerce
625,75,89,78,77,Science,71,74,92,Engineer,Commerce
626,91,61,69,88,Science,94,84,63,Engineer,Arts
627,82,90,64,66,Commerce,79,88,100,Accountant,Science
628,62,62,94,89,Science,77,88,92,Architect,Arts
629,77,95,95,91,Science,100,73,72,Engineer,Arts
630,63,80,94,69,Commerce,73,100,71,Entrepreneur,Arts
631,86,74,95,84,Commerce,60,75,81,Economist,Arts
632,92,53,70,78,Arts,73,87,91,Writer,Arts
633,84,65,73,63,Science,81,63,63,Architect,Commerce
634,82,91,87,65,Commerce,62,82,65,Banker,Science
635,100,86,83,64,Commerce,100,97,80,Economist,Science
636,56,56,50,53,Arts,76,74,80,Writer,Commerce
637,98,51,84,90,Commerce,66,62,93,Accountant,Arts
638,58,51,72,75,Science,83,91,60,Scientist,Arts
639,81,54,90,62,Science,80,88,70,Doctor,Arts
640,51,71,59,59,Science,89,71,89,Scientist,Commerce
641,91,70,79,73,Commerce,61,84,71,Banker,Arts
642,86,52,86,62,Arts,98,69,100,Journalist,Commerce
643,83,75,55,77,Science,100,86,75,Engineer,Arts
644,76,94,98,76,Commerce,63,86,90,Entrepreneur,Arts
645,76,69,82,83,Arts,74,100,83,Journalist,Arts
646,66,50,73,76,Science,61,94,70,Architect,Arts
647,59,78,73,71,Commerce,73,91,80,Banker,Arts
648,76,98,67,83,Commerce,75,89,97,Banker,Arts
649,75,62,53,74,Arts,89,75,86,Designer,Commerce
650,51,96,95,79,Commerce,95,93,75,Entrepreneur,Arts
651,71,81,64,90,Science,93,89,70,Engineer,Arts
652,81,85,80,75,Science,71,85,84,Scientist,Science
653,68,78,60,68,Arts,98,61,92,Designer,Commerce
654,95,68,50,69,Science,92,96,72,Doctor,Arts
655,85,66,85,63,Arts,74,96,96,Artist,Arts
656,58,92,80,73,Commerce,84,76,61,Banker,Commerce
657,91,81,97,58,Science,76,87,98,Engineer,Science
658,57,83,53,90,Commerce,65,84,93,Entrepreneur,Arts
659,61,89,97,84,Science,65,88,92,Architect,Arts
660,89,98,68,73,Science,61,94,75,Engineer,Science
661,68,78,63,83,Science,98,87,82,Engineer,Arts
662,89,85,57,98,Science,83,97,67,Engineer,Science
663,55,62,83,62,Commerce,98,63,92,Economist,Commerce
664,82,82,55,73,Arts,79,68,78,Journalist,Science
665,64,83,83,80,Science,87,80,93,Architect,Arts
666,78,70,67,99,Arts,72,91,66,Writer,Arts
667,72,63,62,53,Arts,78,62,88,Designer,Commerce
668,51,90,82,83,Arts,90,94,97,Writer,Arts
669,80,65,58,98,Commerce,71,90,84,Banker,Arts
670,100,66,74,59,Science,97,90,73,Architect,Arts
671,50,76,61,55,Arts,97,94,74,Designer,Arts
672,83,89,77,78,Commerce,75,84,69,Accountant,Science
673,73,95,91,100,Commerce,87,89,82,Banker,Arts
674,71,70,71,75,Arts,73,73,66,Artist,Commerce
675,96,98,89,74,Arts,89,97,97,Writer,Science
676,74,56,98,55,Commerce,97,71,97,Economist,Commerce
677,55,88,58,61,Arts,94,75,63,Artist,Commerce
678,68,76,67,76,Arts,76,100,94,Artist,Arts
679,63,90,71,90,Science,60,98,67,Doctor,Arts
680,66,66,87,85,Science,64,76,86,Engineer,Arts
681,70,96,70,67,Science,63,69,86,Architect,Commerce
682,63,59,100,89,Science,72,62,93,Scientist,Arts
683,95,75,54,79,Science,60,94,64,Doctor,Arts
684,91,74,99,90,Science,73,70,83,Doctor,Arts
685,75,72,88,91,Commerce,64,84,71,Economist,Arts
686,69,67,94,53,Science,80,80,87,Doctor,Arts
687,74,68,68,85,Science,74,90,65,Architect,Arts
688,96,86,60,56,Science,62,85,91,Scientist,Science
689,53,98,92,65,Science,63,67,70,Engineer,Commerce
690,86,71,93,74,Science,72,95,84,Scientist,Arts
691,69,93,51,75,Science,63,85,89,Engineer,Arts
692,97,100,57,87,Commerce,66,69,73,Entrepreneur,Science
693,51,96,77,58,Science,67,79,94,Engineer,Commerce
694,88,57,60,92,Science,92,80,83,Architect,Arts
695,56,98,61,52,Commerce,85,76,99,Accountant,Commerce
696,72,98,65,50,Science,60,93,66,Doctor,Arts
697,95,69,70,73,Science,94,77,62,Architect,Commerce
698,77,79,61,95,Arts,75,98,62,Designer,Arts
699,58,73,52,68,Commerce,78,88,76,Banker,Arts
700,66,91,86,83,Commerce,89,93,99,Economist,Arts
701,57,97,66,100,Commerce,64,67,97,Banker,Arts
702,57,85,67,66,Commerce,78,86,86,Accountant,Arts
703,97,71,67,83,Arts,92,79,85,Designer,Arts
704,56,96,55,72,Arts,82,82,65,Writer,Arts
705,95,95,69,94,Commerce,90,70,70,Banker,Science
706,99,84,97,79,Commerce,91,89,72,Banker,Science
707,81,74,55,88,Science,98,78,83,Engineer,Arts
708,56,67,56,66,Science,72,93,100,Scientist,Arts
709,54,62,60,88,Science,88,74,96,Scientist,Arts
710,90,97,72,64,Arts,87,89,100,Writer,Science
711,86,60,81,76,Science,69,90,100,Doctor,Arts
712,89,81,87,61,Science,92,90,67,Engineer,Science
713,89,62,52,84,Arts,65,67,95,Artist,Arts
714,72,90,82,86,Arts,70,74,75,Designer,Arts
715,94,98,87,69,Science,93,60,90,Scientist,Science
716,83,50,55,100,Science,73,89,65,Engineer,Arts
717,94,88,83,96,Arts,62,73,67,Artist,Science
718,99,73,96,73,Commerce,94,73,70,Economist,Commerce
719,83,92,55,70,Arts,74,72,61,Writer,Science
720,87,64,82,78,Science,66,76,86,Doctor,Commerce
721,96,81,66,99,Arts,100,66,61,Designer,Science
722,51,98,63,64,Commerce,90,68,85,Accountant,Commerce
723,92,79,94,83,Science,73,96,91,Architect,Arts
724,71,99,89,63,Commerce,62,81,97,Accountant,Arts
725,57,76,96,56,Commerce,62,94,70,Entrepreneur,Arts
726,62,60,61,97,Commerce,86,85,99,Banker,Arts
727,93,92,65,51,Commerce,68,97,98,Entrepreneur,Science
728,98,72,90,62,Commerce,88,82,100,Accountant,Arts
729,84,70,87,84,Science,88,72,94,Engineer,Arts
730,85,68,99,52,Commerce,64,73,97,Banker,Commerce
731,95,100,75,59,Arts,72,99,84,Journalist,Science
732,56,95,56,64,Arts,83,98,84,Writer,Arts
733,88,55,78,64,Science,86,94,78,Engineer,Arts
734,76,65,93,77,Commerce,71,75,97,Entrepreneur,Commerce
735,83,54,50,93,Science,60,91,95,Architect,Arts
736,52,75,88,57,Arts,70,62,77,Designer,Commerce
737,64,79,99,83,Science,74,73,76,Architect,Arts
738,88,52,85,76,Commerce,70,71,100,Banker,Commerce
739,70,84,51,71,Commerce,70,70,62,Entrepreneur,Commerce
740,60,93,60,69,Arts,100,86,69,Designer,Arts
741,76,76,56,78,Arts,87,87,70,Designer,Arts
742,87,95,82,80,Arts,87,61,89,Designer,Science
743,77,81,63,92,Arts,84,78,100,Artist,Arts
744,63,80,68,76,Commerce,61,66,89,Economist,Commerce
745,82,85,70,88,Commerce,98,87,70,Entrepreneur,Science
746,88,97,73,63,Commerce,71,86,78,Entrepreneur,Science
747,92,98,99,92,Arts,83,62,82,Writer,Science
748,52,93,91,97,Science,68,75,97,Architect,Arts
749,80,57,96,64,Arts,88,85,100,Designer,Arts
750,60,53,92,55,Commerce,68,87,83,Accountant,Arts
751,59,69,84,99,Arts,73,61,89,Artist,Arts
752,74,53,67,79,Arts,85,94,70,Designer,Arts
753,90,78,88,51,Arts,84,70,80,Designer,Commerce
754,54,63,74,87,Arts,73,92,61,Writer,Arts
755,93,100,66,83,Science,64,77,81,Architect,Science
756,95,72,80,74,Arts,71,64,69,Artist,Commerce
757,82,98,82,57,Arts,77,63,71,Journalist,Science
758,73,61,51,64,Commerce,98,89,99,Economist,Arts
759,63,93,90,64,Science,69,67,70,Doctor,Commerce
760,87,54,100,70,Arts,98,98,68,Designer,Arts
761,62,67,94,63,Science,78,96,64,Engineer,Arts
762,50,56,62,81,Commerce,68,68,97,Entrepreneur,Arts
763,79,55,76,77,Science,87,70,61,Doctor,Commerce
764,90,56,100,61,Commerce,83,69,60,Banker,Commerce
765,57,81,79,76,Arts,99,97,64,Artist,Arts
766,90,96,76,65,Arts,64,95,65,Artist,Science
767,61,65,50,62,Commerce,95,68,66,Banker,Commerce
768,57,68,93,79,Commerce,80,65,93,Banker,Commerce
769,56,74,78,61,Commerce,70,80,80,Accountant,Arts
770,71,85,62,50,Arts,76,97,72,Journalist,Arts
771,88,62,78,51,Science,92,89,85,Architect,Arts
772,93,63,52,80,Commerce,91,89,62,Economist,Arts
773,69,61,87,90,Arts,69,77,100,Writer,Arts
774,76,84,56,64,Commerce,84,86,66,Banker,Arts
775,81,78,89,91,Commerce,73,64,79,Entrepreneur,Arts
776,57,83,71,76,Commerce,86,68,74,Accountant,Commerce
777,62,85,63,53,Science,82,81,81,Architect,Arts
778,93,97,84,79,Commerce,64,81,82,Accountant,Science
779,83,79,81,61,Arts,99,89,96,Artist,Arts
780,60,85,64,87,Arts,80,70,89,Writer,Arts
781,70,74,67,92,Arts,74,60,93,Writer,Arts
782,90,84,75,51,Science,78,69,66,Doctor,Science
783,80,67,85,94,Commerce,94,89,73,Entrepreneur,Arts
784,72,77,93,83,Arts,60,69,68,Artist,Arts
785,100,82,95,93,Arts,88,91,78,Artist,Science
786,54,94,57,80,Science,75,83,60,Scientist,Arts
787,54,59,91,80,Commerce,79,91,75,Banker,Arts
788,58,72,75,84,Science,67,91,65,Architect,Arts
789,86,56,56,73,Science,100,62,90,Architect,Commerce
790,70,58,80,87,Arts,96,84,78,Designer,Arts
791,77,94,74,53,Commerce,73,93,73,Banker,Arts
792,73,71,84,94,Arts,73,78,72,Designer,Arts
793,96,72,92,98,Commerce,99,64,78,Entrepreneur,Arts
794,58,95,100,95,Arts,63,60,83,Artist,Arts
795,91,57,62,72,Arts,75,76,77,Writer,Commerce
796,100,91,64,54,Science,82,94,87,Architect,Science
797,86,89,82,51,Science,75,91,84,Architect,Science
798,80,98,87,65,Commerce,72,71,97,Entrepreneur,Science
799,95,91,52,57,Commerce,100,88,80,Accountant,Science
800,100,82,59,67,Commerce,92,70,63,Economist,Science
801,57,64,56,96,Arts,80,75,92,Designer,Arts
802,70,91,87,80,Arts,87,76,70,Designer,Arts
803,75,75,73,97,Science,71,91,78,Doctor,Arts
804,58,78,61,94,Science,68,79,89,Engineer,Arts
805,50,83,69,88,Science,100,75,61,Architect,Arts
806,98,73,89,53,Arts,83,68,98,Writer,Commerce
807,54,74,59,85,Commerce,77,91,85,Banker,Arts
808,92,65,59,90,Arts,91,89,89,Artist,Arts
809,67,66,55,85,Science,78,73,96,Architect,Arts
810,50,65,90,65,Science,80,70,78,Architect,Commerce
811,60,90,100,54,Science,66,64,69,Doctor,Commerce
812,89,93,79,80,Arts,65,83,97,Designer,Science
813,67,74,67,58,Arts,79,84,76,Designer,Arts
814,74,55,80,96,Arts,62,89,64,Writer,Arts
815,71,72,64,98,Arts,73,62,95,Artist,Arts
816,56,67,72,87,Arts,82,95,93,Journalist,Arts
817,66,52,58,78,Arts,99,79,96,Designer,Commerce
818,78,96,50,55,Commerce,65,62,71,Banker,Commerce
819,90,95,97,81,Commerce,97,70,60,Banker,Science
820,76,58,73,54,Science,74,80,100,Engineer,Arts
821,57,80,81,76,Science,98,64,95,Doctor,Commerce
822,98,81,60,58,Commerce,61,62,95,Accountant,Science
823,89,95,51,57,Arts,64,99,73,Designer,Science
824,76,79,91,75,Commerce,89,98,73,Entrepreneur,Arts
825,55,50,72,71,Science,89,65,96,Doctor,Commerce
826,86,62,63,73,Science,69,94,78,Architect,Arts
827,99,85,53,84,Arts,75,80,73,Journalist,Science
828,59,61,91,69,Science,98,92,63,Doctor,Arts
829,97,98,50,96,Commerce,63,65,70,Economist,Science
830,53,81,70,70,Science,96,63,95,Scientist,Commerce
831,51,55,80,78,Arts,96,89,66,Journalist,Arts
832,94,55,72,60,Arts,84,74,97,Writer,Commerce
833,81,73,78,68,Arts,73,96,80,Artist,Arts
834,61,78,67,57,Arts,96,65,68,Designer,Commerce
835,83,89,64,95,Arts,68,78,61,Artist,Science
836,82,81,77,89,Arts,62,98,84,Journalist,Science
837,79,58,84,96,Science,62,83,84,Scientist,Arts
838,91,70,93,50,Arts,80,90,64,Artist,Arts
839,79,82,68,84,Science,93,79,80,Engineer,Arts
840,59,65,72,100,Science,97,64,82,Scientist,Arts
841,100,86,69,56,Arts,99,61,93,Designer,Science
842,50,74,58,92,Arts,61,84,82,Designer,Arts
843,89,64,78,60,Commerce,95,89,94,Entrepreneur,Arts
844,50,95,60,75,Arts,67,69,99,Writer,Commerce
845,98,87,97,99,Science,100,98,64,Engineer,Science
846,79,74,75,55,Science,95,69,74,Scientist,Commerce
847,60,57,56,89,Arts,83,97,88,Artist,Arts
848,66,96,52,80,Arts,87,79,90,Journalist,Arts
849,93,75,92,99,Science,81,68,95,Engineer,Arts
850,64,57,89,66,Commerce,66,67,97,Economist,Commerce
851,81,58,56,59,Science,61,84,77,Scientist,Arts
852,88,70,72,91,Arts,98,86,70,Designer,Arts
853,78,58,74,55,Arts,70,74,81,Journalist,Commerce
854,58,50,87,61,Science,79,83,70,Architect,Arts
855,84,92,99,98,Science,79,95,65,Scientist,Science
856,53,99,51,66,Arts,73,76,64,Writer,Commerce
857,90,94,79,77,Science,67,72,78,Architect,Science
858,93,78,59,80,Commerce,98,99,100,Economist,Arts
859,59,59,81,60,Commerce,91,86,93,Economist,Arts
860,72,72,65,63,Commerce,78,91,86,Entrepreneur,Arts
861,95,60,58,52,Science,99,97,68,Architect,Arts
862,78,70,60,69,Commerce,78,82,86,Economist,Arts
863,88,82,56,100,Arts,66,90,99,Journalist,Science
864,77,63,63,87,Arts,81,90,69,Designer,Arts
865,81,82,51,57,Commerce,91,88,97,Economist,Science
866,95,83,84,75,Commerce,82,94,80,Banker,Science
867,81,100,56,83,Commerce,68,65,85,Economist,Science
868,91,78,75,65,Commerce,82,62,96,Banker,Commerce
869,64,67,62,83,Science,69,95,98,Scientist,Arts
870,61,88,53,82,Arts,97,78,77,Writer,Arts
871,94,75,86,67,Arts,100,83,62,Artist,Arts
872,75,68,55,83,Science,96,75,89,Scientist,Arts
873,67,98,73,83,Arts,78,66,69,Designer,Arts
874,87,81,83,84,Commerce,63,97,67,Economist,Science
875,91,53,90,95,Commerce,93,76,88,Banker,Arts
876,54,73,55,94,Arts,92,66,72,Designer,Arts
877,58,83,71,90,Arts,94,89,71,Designer,Arts
878,53,83,76,92,Science,67,93,80,Doctor,Arts
879,51,86,95,80,Commerce,71,100,86,Entrepreneur,Arts
880,77,75,98,64,Commerce,63,62,70,Entrepreneur,Commerce
881,58,55,60,60,Commerce,99,71,96,Economist,Commerce
882,67,55,99,79,Science,64,84,94,Doctor,Arts
883,66,57,64,50,Science,64,95,92,Scientist,Arts
884,94,99,69,60,Science,77,66,73,Architect,Science
885,69,96,98,91,Science,60,92,78,Scientist,Arts
886,78,79,86,83,Science,64,72,93,Doctor,Arts
887,64,72,80,91,Commerce,93,100,79,Economist,Arts
888,54,97,74,68,Science,77,69,60,Doctor,Commerce
889,81,79,50,71,Arts,97,78,87,Writer,Commerce
890,93,98,68,82,Commerce,67,71,69,Banker,Science
891,57,57,72,62,Science,91,82,80,Architect,Arts
892,91,77,58,97,Science,82,73,62,Architect,Arts
893,80,61,93,76,Arts,78,96,72,Artist,Arts
894,76,89,71,74,Arts,67,99,74,Artist,Arts
895,55,74,96,57,Science,72,70,62,Architect,Commerce
896,76,100,92,72,Commerce,94,88,98,Banker,Arts
897,80,78,77,89,Arts,82,100,70,Designer,Arts
898,61,94,85,83,Science,94,97,67,Doctor,Arts
899,88,94,61,86,Commerce,78,94,63,Entrepreneur,Science
900,58,66,51,60,Commerce,88,91,64,Entrepreneur,Arts
901,82,65,97,50,Science,85,68,86,Doctor,Commerce
902,59,62,93,90,Arts,78,71,83,Journalist,Arts
903,64,65,86,66,Commerce,66,69,97,Economist,Commerce
904,84,57,80,50,Commerce,92,66,69,Entrepreneur,Commerce
905,89,83,50,97,Commerce,100,74,87,Banker,Science
906,80,56,95,59,Arts,100,70,66,Writer,Commerce
907,50,92,61,91,Commerce,63,62,73,Entrepreneur,Arts
908,69,81,57,60,Commerce,60,85,94,Accountant,Arts
909,74,78,65,65,Commerce,95,63,94,Economist,Commerce
910,87,70,100,79,Arts,64,93,81,Artist,Arts
911,55,62,55,85,Science,68,88,65,Scientist,Arts
912,86,65,89,78,Science,74,99,70,Doctor,Arts
913,71,71,97,64,Commerce,77,89,77,Entrepreneur,Arts
914,74,63,67,96,Commerce,71,92,83,Banker,Arts
915,54,58,83,74,Arts,76,80,95,Artist,Arts
916,51,72,61,67,Commerce,96,64,75,Economist,Commerce
917,99,68,54,97,Science,69,71,71,Architect,Arts
918,100,81,85,88,Science,64,66,62,Engineer,Science
919,58,79,51,78,Science,92,83,60,Doctor,Arts
920,61,76,67,75,Science,67,76,97,Doctor,Commerce
921,96,86,67,82,Arts,97,84,67,Designer,Science
922,57,85,63,77,Arts,74,60,90,Artist,Commerce
923,92,73,89,99,Science,89,61,65,Architect,Arts
924,96,67,59,66,Science,80,72,100,Architect,Commerce
925,88,69,89,73,Science,92,68,95,Architect,Commerce
926,91,51,86,53,Commerce,71,91,74,Economist,Arts
927,70,94,85,58,Commerce,88,89,71,Banker,Arts
928,62,66,86,100,Commerce,96,73,66,Economist,Arts
929,92,93,54,92,Commerce,83,93,60,Banker,Science
930,76,83,57,97,Science,88,73,60,Doctor,Arts
931,94,88,74,93,Science,62,79,94,Doctor,Science
932,92,75,72,78,Commerce,85,62,96,Entrepreneur,Commerce
933,71,89,100,99,Arts,88,77,93,Writer,Arts
934,66,85,86,60,Arts,69,68,67,Journalist,Commerce
935,75,93,92,78,Science,94,91,78,Doctor,Arts
936,60,92,93,73,Commerce,79,98,92,Accountant,Arts
937,97,75,69,79,Science,87,96,91,Architect,Arts
938,55,65,66,73,Commerce,74,75,77,Entrepreneur,Commerce
939,64,52,89,88,Arts,96,83,63,Artist,Arts
940,85,86,81,84,Science,87,78,95,Architect,Science
941,59,75,91,80,Commerce,79,89,62,Economist,Arts
942,69,67,92,83,Arts,74,77,83,Artist,Arts
943,83,66,58,60,Arts,91,65,80,Designer,Commerce
944,80,76,70,52,Commerce,87,61,90,Entrepreneur,Commerce
945,63,82,75,88,Science,65,84,72,Scientist,Arts
946,86,92,78,85,Arts,62,67,75,Artist,Science
947,69,72,68,71,Science,93,81,62,Engineer,Arts
948,70,78,51,58,Arts,74,70,71,Writer,Commerce
949,57,68,94,54,Science,91,89,91,Scientist,Arts
950,89,52,86,59,Commerce,68,69,81,Entrepreneur,Commerce
951,68,57,71,79,Commerce,95,77,70,Banker,Commerce
952,69,56,60,80,Commerce,63,86,70,Accountant,Arts
953,62,53,69,59,Commerce,70,81,62,Banker,Arts
954,99,51,63,94,Commerce,83,88,95,Accountant,Arts
955,63,62,78,84,Science,83,72,70,Architect,Arts
956,99,52,99,98,Commerce,81,60,63,Banker,Arts
957,76,81,88,91,Arts,84,73,67,Designer,Arts
958,54,57,73,97,Arts,83,77,87,Designer,Arts
959,81,83,76,66,Science,80,64,63,Doctor,Science
960,65,95,85,81,Commerce,72,100,91,Banker,Arts
961,73,67,70,71,Commerce,79,94,97,Accountant,Arts
962,79,84,52,69,Arts,71,88,82,Designer,Arts
963,77,92,59,55,Arts,71,71,65,Journalist,Commerce
